time,equ_status,equ_status_1,H2_volume,CO_volume,CO2_volume,CH4_volume,C2H4_volume,C2H2_volume,C2H6_volume,total_hydrocarbons
2016-07-15,1,2,26.1,454.0,2772.0,4.66,3.49,0.0,0.63,8.78
2016-07-14,1,2,25.6,413.0,2960.0,4.46,3.71,0.0,0.66,8.83
2016-07-13,1,2,25.0,458.0,2966.0,4.82,3.38,0.0,0.68,8.88
2016-07-12,1,2,23.6,459.0,2817.0,4.66,3.68,0.0,0.69,9.03
2016-07-11,1,2,23.8,427.0,2878.0,4.71,3.42,0.0,0.65,8.78
2016-07-10,1,2,24.9,442.0,2976.0,4.4,3.39,0.0,0.69,8.48
2016-07-09,1,2,23.1,442.0,3022.0,4.27,3.67,0.0,0.69,8.63
2016-07-08,1,2,26.0,428.0,2816.0,4.4,3.72,0.0,0.6,8.72
2016-07-07,1,2,24.9,427.0,2847.0,4.1,3.94,0.0,0.62,8.66
2016-07-06,1,2,23.1,433.0,3043.0,4.54,3.6,0.0,0.68,8.82
2016-07-05,2,1,25.7,415.0,2834.0,4.16,3.98,0.0,0.63,8.77
2016-07-04,1,2,26.4,412.0,2854.0,4.38,3.72,0.0,0.62,8.72
2016-07-03,1,2,26.4,412.0,2854.0,4.38,3.72,0.0,0.62,8.72
2016-07-02,1,2,26.4,412.0,2854.0,4.38,3.72,0.0,0.62,8.72
2016-07-01,1,2,26.4,412.0,2854.0,4.38,3.72,0.0,0.62,8.72
2016-06-30,1,2,26.4,412.0,2854.0,4.38,3.72,0.0,0.62,8.72
2016-06-29,1,2,26.4,412.0,2854.0,4.38,3.72,0.0,0.62,8.72
2016-06-28,1,2,26.4,412.0,2854.0,4.38,3.72,0.0,0.62,8.72
2016-06-27,1,2,26.4,412.0,2854.0,4.38,3.72,0.0,0.62,8.72
2016-06-26,1,2,26.4,412.0,2854.0,4.38,3.72,0.0,0.62,8.72
2016-06-25,1,2,26.4,412.0,2854.0,4.38,3.72,0.0,0.62,8.72
2016-06-24,1,2,26.3,453.0,3027.0,4.41,3.41,0.0,0.65,8.47
2016-06-23,1,2,21.9,451.0,2780.0,4.1,3.67,0.0,0.65,8.42
2016-06-22,1,2,21.8,456.0,2993.0,4.68,3.72,0.0,0.63,9.03
2016-06-21,1,2,22.0,422.0,2876.0,4.55,3.46,0.0,0.68,8.69
2016-06-20,1,2,23.4,429.0,3001.0,4.27,3.62,0.0,0.62,8.51
2016-06-19,1,2,23.0,443.0,2821.0,4.19,3.59,0.0,0.61,8.39
2016-06-18,1,2,24.4,413.0,2767.0,4.18,3.28,0.0,0.7,8.16
2016-06-17,1,2,22.8,447.0,3041.0,4.34,3.97,0.0,0.67,8.98
2016-06-16,1,2,25.2,414.0,2842.0,4.14,3.8,0.0,0.59,8.53
2016-06-15,1,2,23.9,416.0,2912.0,4.26,3.48,0.0,0.65,8.39
2016-06-14,1,2,22.5,433.0,2786.0,4.15,3.55,0.0,0.71,8.41
2016-06-13,1,2,22.4,444.0,2785.0,4.83,3.44,0.0,0.59,8.86
2016-06-12,1,2,26.2,436.0,2761.0,4.93,3.34,0.0,0.71,8.98
2016-06-11,1,2,25.4,410.0,2906.0,4.43,3.83,0.0,0.71,8.97
2016-06-10,1,2,26.4,420.0,2907.0,4.73,3.69,0.0,0.59,9.01
2016-06-09,1,2,26.2,430.0,2977.0,4.08,3.85,0.0,0.61,8.54
